question_text,target
Can members of the alt-right be extradited to France to face terrorism charges?,0
What should one do in the event of an acid attack to save as much skin as possible?,0
How do you market on social media?,0
Should the Australian Army go with the Boxer CRV or the AMV35?,0
"Do think the character ""Data"" from Star Trek The Next Generation, is the most accurate portrayal of a psychopath?",0
Doklam belong to which country?,0
Why am I seeing all video answers on Quora today after updating Quora?,0
How is gazpacho made?,0
When we start studying NPTEL lectures for gate?,0
I'm a final year engineering student. Am I eligible for CSAT 2017?,0
What has been your best kept secret until recently?,0
Which is better to do ME ? Part time or Regular? What are all the pros and cons?,0
How can I stop thinking that males are inferior to females because of the difference in their reproductive roles?,0
What are some extreme cases of people with obsessive compulsive disorder?,0
Why in a uniformly charged sphere a particle released performs SHM along a chord?,0
What is the equation used to determine boiling point elevation?,0
What are the main difficulties of producing magnesium sulfate?,0
Does the continuity of counting means infinite?,0
Is it possible that I have trained myself to be exhausted after work?,0
How can I enhance psychic dreams?,0
What exactly makes a penis become small?,0
Who is your favorite character of all time and why?,0
"What is the difference between ""unloading relief valve"" and ""unloading valve"" in hydraulics?",0
What are some features of micro economics?,0
Is Lippencott pharmacology a good enough books for Indian MBBS students? Is it sufficient to pass my second year pharma?,0
How did the invention of the incandescent lamp changed the world?,0
What causes gout during pregnancy?,0
Which word can you rearrange more than 2 times to describe yourself?,0
Am I able to give exam on a paper which I failed in 2 years ago by betterment?,0
Which company built the walk around Megatron for Universal Studio?,0
Will WWE 2k15 support in Android phone?,0
What is the hierarchy in Indian police?,0
Who would win in a fight to death between Superman and Thor?,0
How can people seriously think the Earth is flat after Christopher Columbus sailed the ocean blue in 1492?,0
What are the things to be taken into consideration before designing a room with controlled conditions?,0
Is duplicate of class 10 ICSE migration certificate valid in state board?,0
Why are you a foolish person.?,0
Which one do you think is better: the iMac or Microsoft Surface Studio?,0
"What is the difference between a government, state and a nation?",0
Why the persons feels nervous while standing in the stage or any where when peoples are focusing to him / her?,0
What is EBS (Edge Business Service) and how is this related with Hero Group or SK Munjal?,0
Does the Central Limit Theorem hold with sample means originating from from differing sample sizes?,0
How load transfer in columns take place when it is subjected to two way continuous slab?,0
How do you deal with insomnia when you have schizophrenia and you don’t want to be on a sedating antipsychotic?,0
What doe Ityai mean?,0
How do you say feeling lighter in Urdu?,0
Is the level of cognitive dissonance observed in religious belief occur anywhere else?,0
How do you use logic gates to add binary code?,0
What does it mean to dream of my boyfriend missed classes and I look for him?,0
Why I'm not getting horny?,0
Can you write a book on your iPhone?,0
How hard are the NPTEL online exams?,0
Which is the hardest thing of our body?,0
What would happen if everyone had internet access?,0
Why is the tropical desert places lie in on the western margins of Africa?,0
Currently I have Rs30000 with me. What shall I do to increase these numbers?,0
Where can I buy a laser pointer?,0
How can advertising help improve Alaska Airlines' sales?,0
What is your favourite physics derivation?,0
What are the limitations of gas chromatography?,0
"Have you ever done something that you were OK with morally/ethically, but you'd be horrified if people found out because most people wouldn't think it was OK and you'd be embarrassed or ashamed?",0
How was your GATE Electrical 2018?,0
"What is the difference between a street, avenue, boulevard, lane, drive, etc.?",0
What are some of Bob Fosse's major accomplishments as an actor?,0
"If you had 12 hours to get diarrhea in order to win a million dollars with the only rule being no laxatives, what would you do?",0
Which one is good for IIT: Allen or Resonance?,0
Am I ever required by law to take a field sobriety test? Can a suspect ever get arrested for refusing?,0
What are some exercises to build intuition?,0
Is it hygienic to squirt?,0
What are the easiest accredited and least expensive PH.D programs?,0
Where can I sell my photos?,0
Can club factory deliver in mizoram state?,0
How do you get into medical school with a degree in engineering?,0
What do you think is the most impressive monument?,0
Are we all curious beings by nature?,0
How can I buy weed?,0
"Can to nuclear-powers go to war, with the loser becoming annexed, without nuclear weapons used?",0
What is the eligibility criteria for IIST 2017?,0
How can I be happy for long term?,0
What are the Electricity rules for domestic and industrial places?,0
What was the Balfour Declaration?,0
Could dating be considered gambling and be tax deductable as a loss if it doesn't work out?,0
Which mushrooms have the most protein?,0
Does Judaism forbid intermarriage or simply doesn't recognize it as a valid form of marriage?,0
"Where can I find statistical data/databases where I can find information about earnings along with the date of birth, there may be different countries and different years. Studies were once made where it was shown that Pisceans earn grossly less?",0
Is there a connection between handwriting and personality disorders?,0
What current rapper could be fascinating collaboration partner with rapper El-P?,0
How doI turn a laptop into a htpc?,0
Why is my dog scared of me after I stepped on her accidently?,0
Why is Starbucks conducting racial bias training?,0
What was the cut off in Punjab (state quota) in NEET 2017?,0
What was the maximum size your country ever got?,0
What is light cream in a recipe?,0
How do I restore a Windows 7 computer back to factory settings on a Toshiba laptop?,0
"How was ""Mezco Toyz"" founded?",0
"Are there any hostel facilities at Thapar University? If yes, what are the hostel charges?",0
What methods can we use to maintain concentration while studying and how to remain focused despite the worldly distractions?,0
What are index crimes?,0
"After being rapped, I can't have sexual intercourses with my boyfriend. What should I do to overcome this fear?",0
I am 13 years old and I am 5'4. I weight 140 and feel fat. Should I worry about my weight now or wait until I'm older?,0
What do you say about blasting rap music in your car?,0
Is Narendra Modi losing his spirit due to heavy criticism?,0
"How do Trump supporters argue that he ""loves vets""?",0
Why midcap stock falling?,0
How does people leaving your life too often make you feel?,0
What is the fastest an quickiest things to do to get meth out of ur in 2 days?,0
"If the accident from self-driving car do occur, is it more likely be the fault of machine, or the automaker?",0
Why are Reince Priebus and Sean Spicer considered major threats to Trump in the Mueller probe?,0
"My rank is 40212, what should I expect at Vellore campus?",0
How can I promote my small business website?,0
What is the reason more durable metals or ceramics cannot be used in razor blades?,0
How often is it wise to give into my 15 year olds tantrums for random demands?,0
"If a billionaire wanted to, could she buy a franchise for a Disney theme park for their home town?",0
Is there a way to solve this?,0
What is the nature of human effects on the Anthropocene age?,0
Is it possible to stop being gullible?,0
I'm visiting Dubai for a week. What SIM card should I get if I want unlimited data?,0
How are geothermal heat pumps designed?,0
"What is your list of ""must-read"" poems or poets?",0
Is it too late for a guy in his early 30s to find a woman who isn't divorced or with children to marry?,0
Is South Park still being dubbed in other languages?,0
What are the advantages of liquid starch?,0
What are the best learning strategies for anatomy that are not rote repetition?,0
Why should you be chosen for a PG degree in material science?,0
What is the strangest letter you ever received?,0
"What do you think of the term I heard expressed by James David Manning and Spike Lee as ""Niggerism""?",0
Will cumming twice a week affect the reproductive system?,0
What can I do after 12?,0
What will happen if I fail in half yearly exam but I pass in all subjects in annual? Will I get promoted to class 12,0
What are the list of things I must remember if I am planning a trip to Leh?,0
What is the 10 day cost at Vipassana (igatpuri centre) if you opt for private stay.?,0
Why do some companies spend very little or nothing at all on marketing?,0
Can I download the receipt of LIC premium which was paid offline?,0
Can b1/b2 visa be renewed in Hyderabad?,0
What are college dorms like?,0
When is the best (and worst) time to make a hotel reservation?,0
Have you ever experienced good in evil?,0
What are some examples of thermal energy sources?,0
Did the members of Brit Habirionim attack Palestinians in the civil war prior to the creation of Israel?,0
Can DGP of Jammu and Kashmir have authority over army men residing within his jurisdiction?,0
What's your embarrassing boner story at school?,0
How do I ask wife for sex who thinks sex is nothing?,0
What are some real mythical creature sightings?,0
"Why are European/American clothes considered normal and other ""Ethnic""? Is European/American not an ethnicity?",0
Is it important to have a sleep of 8 hours if yes? Then as a engineering students we have to do lots of work and it is not possible to have enough sleep ..so what should we do?,0
What are the cool facts of mathematics?,0
Can a man earn his bread on his own by making indie games with no prior education regarding game developing?,0
What is life like in Cherrapunji or Mausynram the two regions which gets the heaviest rainfall in the world?,0
What companies would shortlist a person with core technical experience (mechanical engineering) of 33 months at old IIMs (A/B/C/L)? Acads: 93/81/75.5,0
Which is better Java or C# for a beginner?,0
Where can I find legit freelance/part-time writing jobs in Mumbai?,0
When does covalency of aluminum become 6?,0
What are the five things that can damage your life most?,0
What is the funnel on an octopus?,0
I don't have patience for people who unnecessarily waste time. Is this a bad trait?,0
I've inherited a great fortune from a distant relative and I want to use part of this money to invest in myself in a classy way. How can I do it?,0
What are some medications other than retaline or Adderall to increase autistic persons' concentration?,0
What advice would you give to someone who is moving to Québec City?,0
How can I cook sake?,0
What's the best online course (free or affordable) for balance sheet reconciliation (accounting)?,0
Do free speech advocates consider free speech to be under attack when companies include verbal harassment in their sexual harassment policy?,0
Which day was the original day of worship?,0
"Can I sue my education board? I have my copy of the ans sheet And if I am right, how long it can take to get the judgment?",0
"If you are not your name, your job or your bank account, who actually are you?",0
What is the procedure to use two signatures legally?,0
When you apply for medicade do you need to set a new application if you want food stamps?,0
Why is white noise called white noise?,0
Is there any East or South East Asian country where rice isn't a popular food?,0
How popular is Quora in your school?,0
Does General anxiety disorder make you delusional and repeat negative statements?,0
What’s the best way to kill loneliness when you’re alone?,0
What fictional character would be an equal match/draw in a fight with Superman?,0
Why do I struggle to get my swing speed over 100 mph (Golf)?,0
Why do we laugh? What makes us laugh?,0
What is India's current foreign policy?,0
What causes bladder cancer in dogs?,0
What rank can I expect if I get 80 in KCET and 195 in board?,0
How would you set up a neural network to predict dance movements?,0
What are the effects of automation on mechanical engineers?,0
What kind of technology should a company that is specialized in imparting GMAT/GRE training to prospective students invest in? Is it worth connecting their students to universities as information is available online?,0
Are Ethan Hathaway training courses worth investing? I’m interested in procurement officer certification courses.,0
What is your favorite ridiculous verse from a religious text?,0
"As an employer, what qualities (besides technical knowledge) do you see in your employee that can tell you he/she has a doctorate degree rather than just a masters degree?",0
"I have a ringworm infection, would it affect my AFCAT medical examination?",0
"If you had the ability to get inside the digital world, what app/video game would you jump into?",0
How would you suggest going about making money in today's world in as little as 2 months?,0
What is lead generation in email marketing?,0
What do Israelis think about this analysis of the Israeli-Palestinian conflict?,0
What phrases should I use to begin talking about a problem or to signal that I would change the topic and then talk about another issue?,0
Why are news sites setting up a paywall?,0
Is Bristlecone a real quantum computer?,0
"Is it true, as my son has said it, there is no sense to major in Data Science or Statistics since real AI will be here soon enough taking over all the jobs?",0
Is it ok I have my iPhone or my laptop on Skype continuously overnight near me?,0
What do you think would happen if everybody went self-employed?,0
Which one is hottest scenes in James band movies?,0
Should Europeans feel shame for their 20th century?,0
Who are some of the most pro and anti Modi cricketers and filmstars?,0
What food is best for humans?,0
What determines tiebreakers in the NFL?,0
How can I contact SciShow?,0
Is there a mental disorder that makes people submissive to others?,0
What are the best car stereo installation?,0
Who do you believe is the most seen 2-Dimensional character(s) in the Harry Potter books?,0
What are some hacks to learn something new quickly?,0
Why does my so called boyfriend live in a imaginary world?,0
"If you are asked for your last wish today, what would it be?",0
Why would Merope Gaunt give her son the middle name Marvolo after the father who abused and hated her?,0
How can a commerce student do to write IAS exams?,0
How is methylamine synthesized?,0
Which Asian girls are more sexually active? Which are better?,0
Why are we so afraid of being alone after a break-up and fail to realise that we were alone prior to it as well?,0
What are the main reasons for a Slip ring lnduction motor to trip?,0
Is retinal a light absorbing part of all the visual photopigments?,0
"For those who have never played baseball before but are baseball fans, what is it about the game you like?",0
"If I could hold an unbreakable 1 mile long, straight rod, and spin so fast the closest end was travelling at 99.9% speed of light, would the far end break the laws of physics and travel faster than light speed?",0
Do modern psychologists still interpret dreams similar to the way of Freud and Jung?,0
Where do you get info on aftermarket parts for cars?,0
What is the safest way to burn poison ivy?,0
What are your tested methods for separating signal from noise?,0
I have a nice idea for Qoura how do I submit it and get rewarded?,0
How do I respond to people who talk about politics all the time when I don't give a flying fuck about them (I'm an apathetic misanthropist who doesn't get involved in such matters)?,0
"Statistically, how many people have skew teeth in the world and need an orthodontist's intervention?",0
How are professors hired at IITs? How competitive is the process?,0
Why is the price of fuel different in different countries?,0
What if England and France went to war?,0
Anyone care to guess how soon we may have Medicare for all? Educated guesses would be preferred.,0
What happens when someone drinks after being sober for years?,0
How should I handle a customer who calls my employee a bitch?,0
Whst is the stationary dislocations?,0
Are there different numbers of dimensions in other universes?,0
What is the most popular (or most answered) music related question of Quora?,0
What would be a good touch phone for someone who's used basic mobiles all their life? Please recommend a mobile,0
How can a snake digest a bone?,0
Is drunk sex of any kind inherently rape?,0
What were the circumstances that led to 1991 economical reforms in India?,0
"People claim, their life is meaningless. But if it is true, how does a meaningless existence possibly care about being meaningless?",0
What are the different types of retailers?,0
"I am planning to kill myself, how do I say goodbye to people before I do it?",0
Why should a cystoscopy be performed?,0
What is the process for built India scholarship?,0
Why we have to learn c language? Why computer can't understand English?,0
Can you improve your fitness by eating eggs?,0
What are some great books about making money?,0
What will be the biggest issues in the 2018 election in Costa Rica?,0
How long should I freeze raw salmon to kill parasites?,0
Who made the khopesh?,0
What is the best package offered in BMSCE?,0
How do I make sheer fabric last longer?,0
What masters programs should I consider?,0
How do I check if URL is bad or really fast by Google server.make sure not to notoce the lag in checking?,0
"From your point of view, which religion is the best (if any) and which one is the worst?",0
What word means when one is excessively polite to someone to make them feel dumb?,0
Where can I find public records on the number and types of traffic citations written in a city?,0
What are the uses of teak wood?,0
What will be the effect on PPC of Himachal Pradesh if better job opportunities are created in HP?,0
How do you get Jeremy Kyle tickets?,0
What does life actually entails?,0
How much time does FedEx economy takes to deliver the parcel from Kolkata to Maharashtra?,0
Can I replace Blue Prismacolor with a much cheaper option in drawing?,0
What is the most difficult situation in a life?,0
What topics about smartphones interests you the most?,0
"I don't ask to be born like this, neither that I ask to be born at all. It's my English correct?",0
Why do people on Quora think that everyone should take them seriously and listen to their life advice and why do they whine when I tell them that nobody has to take them seriously and then telling me I am the one that's whining afterwards?,0
How do you plan to control immigration from radical Muslim countries?,0
What are Tech Crunch best articles ever?,0
How do the padding frames work in TLS 1.3?,0
"If corporations are legally people, then aren't they people with superior rights and legal protections to actual humans?",0
"With Quora ads, is it allowed to link to a Quora-answer?",0
If pills are not a painless way to commit suicide then what is?,0
What are the causes of dizziness and restlessness in women?,0
"What do Star Trek fans think of Star Wars, and vice versa?",0
Do you agree with Ben Shapiro's definition of white supremacy: the belief that Western civilisation is inseparable from ethnicity?,0
What should I do if my HP laptop won't boot up?,0
What is the favorite communication channel for Account managers in marketing agencies?,0
What are the next steps after raising exit request in Accenture India?,0
Can we design a level triggerd flip flop?,0
Why have the evolutionary fears of spiders and snakes not undergone exponential decay?,0
Should I confess or not?,0
What is the difference between show and tell?,0
Who are the best headhunters/external recruiters to follow on Quora?,0
Are there local buses available in Munnar?,0
Where would Abraham Lincoln be on the political compass?,0
How do you cook red peppers?,0
Is integrated graphics enough to play rough games and to work in softwares like Autocad?,0
Do you know any headphone centres in Bristol (to test one of Sony's headphones)?,0
Who to use angular js in PHP & MySQL database?,0
Is Donald Trump currently acting as a 21st century salvific figure for conservatives--namely that he will be crucified and rise in three days?,0
What can I do to help lower suicide rates?,0
What are the most annoying pet peeves?,0
What is the difference between over-expecting vs anxiety?,0
I'm 15 years old and I need to get adopted. What do I do?,0
"Places like Hayward/Union City, where liquefaction rating is ""high"", is it safe to buy a house?",0
Which freight forwarder have you used to shop from Amazon.com items not deliverable to Italy?,0
Can you get in trouble for having sex on a plane?,0
What is the highest calling?,0
"If you're one of the smartest/most vocal/interested people in your class, what do you do to keep other students from hating you for being ""smart""?",0
What are some tips that help you in corporate life?,0
How effective is the Duolingo app to learn French?,0
Will I be taking a big risk by attending a regional US university as an international student?,0
"Which country I should choose between Canada and UK for my PG studies, if I want to do a job for 3-4 years there?",0
What are the best mobile application development company in Dubai?,0
Which factors are causing bird populations to decline in Europe?,0
"Is extremism (gangs, terrorism, white supremacy) a response to a decrease of masculinity in modern societies?",0
What is your favorite thing about Yale University?,0
What is the history of alpine skiing?,0
What's an industrial chemical process that uses Ethanol as a reagent?,0
Do US soldiers serve solo missions?,0
Who writes these pieces of advice/comments because they are riddled with mistakes?,0
Who won the 2017 Quora Puzzle Hunt at UT Austin?,0
When were you getting upset?,0
Has the United States become the largest dictatorship in the world?,1
Which babies are more sweeter to their parents? Dark skin babies or light skin babies?,1
If blacks support school choice and mandatory sentencing for criminals why don't they vote Republican?,1
"I am gay boy and I love my cousin (boy). He is sexy, but I dont know what to do. He is hot, and I want to see his di**. What should I do?",1
Which races have the smallest penis?,1
Why do females find penises ugly?,1
How do I marry an American woman for a Green Card? How much do they charge?,1
"Why do Europeans say they're the superior race, when in fact it took them over 2,000 years until mid 19th century to surpass China's largest economy?",1
Did Julius Caesar bring a tyrannosaurus rex on his campaigns to frighten the Celts into submission?,1
In what manner has Republican backing of 'states rights' been hypocritical and what ways have they actually restricted the ability of states to make their own laws?,1
"Would Europeans continue to participate in the Arab war for the destruction of Israel and killing all the Jews, if they knew that god himself defends Israel and he will do to Europeans what the Arabs want to do to the Jews?",1
"Why are Americans, British, Canadians, Australians and New Zealanders considered to be separate nations even when they all speak the same language?",1
"If both Honey Singh and Justin Bieber fall from the 5th floor, who will survive?",1
Why are liberal minorities so voilent towards poeple with diffrent poltical beleifs? Should supporting trump be a sentence to be imprisoned or savegely attacked?,1
Can we all now admit that President Trump doesn't really want Congress to pass legislation replacing DACA to protect dreamers?,1
"The American economy is growing under Trump’s presidency, why do people still hate Trump as a president?",1
"Why don't poor countries print more money to use for paying for education, etc.?",1
Why do all the people who claim Florida has great weather go silent every time there's a new hurricane?,1
Could the leader of Iran be dead many years ago and the leader of today's Iran is actually a fake leader?,1
Why do the Liberals who run schools choose not to have controlled access? The kids in Florida were killed due to an unlocked door.,1
Why did Pakistan pass the Sikh Marriage Act before India?,1
How do I train my dogs to kill raccoons?,1
"Is there any woman (other than Muslim) who is happy after marrying a Muslim guy, as there are a lot of answers on Quora about love jihad, and all of them suffered a lot after marrying a Muslim guy?",1
Do moms have sex with their sons?,1
"Why did the Pope say that ""Muslims are a curse to this world""?",1
How peoples in India seems hypocritical about womans empowerment?,1
How much more political fumbling will it take for Republicans to turn on Trump?,1
Why do Americans prefer just to not show up somewhere rather than face even the mildest of conflicts? (My colleagues and I have noted a growing number of people who skip any face to face meetings without any explanation at all.),1
"Liberals are pro-choice, but the choices must be approved by them first. Is this an accurate description of liberals?",1
Why are South Indian dishes which are prepared by North Indians more tasty than dishes prepared by South Indian restaurants?,1
Why do American firms steal Chinese technology?,1
Why is Jinping the biggest serial religion murderer and rapist leader of the world after Mao?,1
Are Jat and Gujjar girls beautiful?,1
"Why do people on Quora not answer my question about gun control? I just want to debate with people who support gun control, but no one answers it.",1
"When will the US stop supporting Kosovo terrorists (Albanians), who are actually the same as ISIS?",1
Why do Americans need the second amendment? Don't want to start a fight but the right says it is necessary for a democracy and such and why are they so worried about the government.,1
Should I really feel that it's okay not to love or respect women?,1
"Can comrades of Quora answer, who are the IAS, IPS. IFS, IES officers that suffer due to their mentally retarded children?",1
"If Hispanics are so proud of their countries, why do they move out?",1
Who is paying for the royal family besides the Brits?,1
"Why are Europeans so ungrateful for America? They'd be speaking German without us and because we cover their military costs, they can spend more on social safety programs.",1
How do I sell Pakistan? I need lots of money so I decided to sell Pakistan any one wanna buy?,1
Why cant Indians stop comparing themselves with much developed countries and start working on building themselves instead?,1
What's your penis size? Isn't that funny?,1
What do liberals think the NRA is? Why do they protest the NRA and feel they are evil?,1
Could the president sign an executive order banning the NRA from making campaign contributions at any level?,1
Why Chinese people are always not welcome in all countries?,1
Who will win in video game battle: Adam d angelo vs Kim kardasian?,1
Why do Swedish people wear American clothes like Levi's then say Americans don't have fashion?,1
What is the average IQ of people who don't believe in the flat Earth?,1
"Do Muslims understand that when they think they get 22 virgins when they blow themselves up, the Koran translation is actually wrong? It translates to 22 raisins, because raisins were a rare delicacy back then.",1
Why do people from undeveloped country tend to break/disobey laws and act like they above everyone else?,1
I'm 14 and my penis is 7.5 inches when erect is that normal?,1
Is there a spell in the Harry Potter universe to castrate your enemies?,1
Why do Ireland and other countries want to exit the United Kingdom?,1
"Why Italian so narcist with their own food, like they think their food is the best in the world ever?",1
"When a woman says that she does not date men of inferior races, is this usually from an Anglocentric point of view?",1
Why is it that it is OK to be an atheist but not a Christian? I never knock an atheist but I find Christians get knocked all the time. Can we not just get along and respect each other's beliefs?,1
Do even educated Hindus want India to become a Hindu state as wished by RSS?,1
Are Quoras Indian administrators turning a blind eye to Indian Quorans who use abusive language and ask insincere questions?,1
Why do people with Hashimoto's disease always blame their seizures on their disease when everybody is entirely responsible for their own actions and behaviour?,1
Why doesn't Italian Rahul Gandhi stop pretending that he's Indian?,1
"Is Indians are slave of English, why they think that guys who can speak English are more smarter than Hindi speaking person?",1
"Why are the average Americans astoundingly intelligent, have a vast knowledge of many fields of daily life, cleverly sarcastic, and can learn extremely quickly compared to the rest of the First World countries? Is it their great education system?",1
Do the Chinese eat all the primates?,1
Why does everyone assume the NFL kneelers have a right to free speech? That right is not protected by employees from employers by 1st amendment.,1
Are there really enough fragments of the True Cross to fill a whole lumberyard? Or is that another myth propagated by atheists and Catholic-bashers?,1
Why are there so many dirty Jews on Quora?,1
Was AIDS a punishment from God for gay people?,1
Would it be possible to create a better and bigger version of Auschwitz with giant incinerators rather than gas chambers?,1
What is the most degrading way to insult a grammar obsessed overweight misfit homeschooled bimbo?,1
Why are Indonesians so obsessed with military since I can see a lot of military-themed statues everywhere in the country?,1
"Why was Nehru a serial Ra-apist and ""pimp"" in India?",1
Why is it considerd good to be proud that you're black or homosexual but if you're proud of being white you're a Nazi?,1
Why does 'Khazar' mean 'pig' in Yiddish despite that Khazari people were Jewish themselves? What's the secret behind this?,1
Why has the dysfuntional democratic US ruined Thailand?,1
I am in love with my identical twin sister and she loves me. We have experimented since a very young age. But she is really jealous. How do I make her happy?,1
Why do European countries deport Russian ambassadors?,1
Does swallowing semen increase IQ?,1
Is Dalit girl faces more challenges then oher girls?,1
Could Severus Snape concoct a potion to castrate his enemies?,1
"Why is it that Quora allows questions like why is Trump a F'king moron or why can't we beat Trump supporters to teach them a lesson, but if I call liberals stupid then I'm out of bounds? If you only want liberals to be on your site then let us know?",1
"When will Americans recognize that southern conservatives (those who whine about Obama, Jim Crow appreciators) are the biggest problem with America and that nothing will get solved until they are put in their place?",1
When will the liberal media get over the fact that Trump won? I'm thinking never.,1
"Is the term ""mofo"" objectionable as in ""Adam D'Angelo fancies himself a bad mofo""?",1
When will Pakistan return Pakistan back to India?,1
Did Warren Buffet name Hometown Buffet after himself?,1
"Psychologist form relationships w clients for money, and induce clients to replicate relationships with them. Are they manipulative whores?",1
Why do some people on here like Muslim people more than Russian people?,1
Is it not time to move on from an exclusive focus on one Holocaust to several Holocausts that took place on other continents and draw appropriate moral lessons from them?,1
Are transgenders being sent to prison by trump?,1
Why are men still hung up on being the initiator or pursuer with dating when that just sounds like a creepy way of viewing women as prey in the animal kingdom?,1
Why is it that some people who ask to follow me haven't asked or answered any questions? Some only have one or two followers. Some have lots of followers and I can’t understand why. What manner of Quoran is this? Are they monitors?,1
"Do Mongolian Gypsies (Turks) want to join the EU, or is it just the government that wants to join desperately?",1
At what point do you simply accept that Trump is too evil and/or crazy to be President and you made a terrible mistake by voting for him?,1
"Are American gun owners willing to go ""full Taliban"" to protect their 2nd Amendment rights?",1
Why has 'artificial' intellect from Amazon been 'colored' with bias against Christianity and Pro-Islam?,1
Will Muslims in India attack Hindus in the future?,1
"Can Russia learn from Singapore's effort of eliminating corruption given younger Russian voters call for more anti-corruption, and that both are dictator states?",1
Why do psychopaths rape animals?,1
"Does the very fact that Donald Trump wallows in his idiocy prove that the universe is only 6,000 years old?",1
Is it ok to have sex with your mom?,1
Is it true that Hitler and Mao helped prevent current overpopulation as necessary?,1
"What do Democrats think of the fact that I am homophobic, and was ""born this way""? Will this make you rethink your rhetoric?",1
Was Russia's invasion on Ukraine a part of polish revenge plan for what happened in Wolyn when Ukrainians brutally murdered tens thousands of Polish to settle down there?,1
"Look in the mirror & find yourself too attractive, that's not Freudian mental health, so what about those attracted to the same sex, similar problem?",1
What should I do at the age of 12 to become an IAS officer?,1
Do most Dutch men like to have sex with prostitutes?,1
Does the entire global community want the USA dead for simply existing?,1
Why do people in rural America have the gall to think their vote should mean more than any other person's?,1
Why are liberals so stupid nd dumb?,1
"Suppose, hypothetically, that the character Han Solo underwent the scientific procedure of castration. What implications would this have upon the plot, pacing, and structure of the motion film series known as the ""original trilogy""?",1
"Why are liberals ""screaming helplessly at the sky""?",1
How does an 11 yr old female cum?,1
"Now that gun advocates have an actual case to point to of citizens ending a shooting with guns of their own, how long will it take for them to beat this horse to death?",1
I'd like to ask a question that applies only to current/former police officers. I simply want to know why police officers seem to always choose protecting fellow cops over their own sense of humanity and right and wrong?,1
Why is pointing out the fact that all the major news channels are owned by Jewish people and that Jewish people are overrepresented in Hollywood anti-Semitic?,1
How would the banning of weapons solve this mass-killing issue if the weapons are supplied to micro-chipped assassins by the CIA?,1
How come only black NBA players swing from the basket after dunking the ball?,1
Are Vietnamese people one of the most hated races in the world?,1
Will you convert to Islam for 500 dollars?,1
"Why do Chinese eat snakes, dogs, crocodiles, alligators, insects, scorpions and everything they could find?",1
Why do south Indians hate north Indians in Bangalore?,1
Why do blacks in black rap videos make that funny outstretched hand wave movement away from themselves as if warding away their blackness?,1
Should I end my life since I didn't perform well in JEE?,1
"What makes you cry about this baloney? I think it is insulting to put down a sitting president by the ex's president's wife, and downright pathetic.",1
"In the United States, should being unemployed be a crime punishable by jail time?",1
"Who thinks Eurovision Song Contest is fuckin weak, gay AF?",1
Why do the Chinese think that the future belongs to China?,1
Why Indians are tolerating ungrateful Muslims despite of their nuisance around the country?,1
Do you remember where you were and what you were doing when the Bowling Green Massacre didn't happen?,1
Does the African-American culture not value fatherhood?,1
Is this a dating site or a free resource for the mentally ill?,1
"Why does Hassan Rouhani give tear gas to the Iranian people, instead of peaceful nuclear warfare?",1
What is going on with all these henpecked men in here?,1
Why do some men crossdress?,1
Why is Christianity so genocidal? Why do they want to uproot Muslims like they did with the Jews in WW2?,1
Is Trump the ultimate snowflake for not attending the correspondent dinner?,1
I recently converted to Islam by mistake as I was drunk. Will I be killed if I tried to leave Islam as an apostate?,1
"How do I find smart friends, if I am in a school of dumb people?",1
Why are there so many sensitive liberals on Quora?,1
"How, as a girl, can I survive with dignity in this patriarchal Indian society where my equal rights are always compromised?",1
Why does every vegan think that they are saving the planet?,1
Does giving people too much freedom eventually backfire like in the USA with the feminists and SJWs?,1
What is the most expensive form of toilet paper (besides a college diploma)?,1
"If women do get paid less on average, then why do companies only hire women?",1
"Why do conservatives keep telling liberals that if they don’t like the policies Trump is putting into place, then they can leave the country, and yet they were perfectly fine with staying here and complaining about Obama’s policies?",1
Has Trump broken any law yet? What a stupid question.,1
Why shouldn't women hate all men?,1
Why do you think that most terrorists are Muslims?,1
"Why don't Nehru, Gandhi, Farook Abdullah, and Jinnah accept the fact that they are blood brothers?",1
Why north east people considered only to be the home of mongoloid people?,1
"Why is being transgender accepted but not changing your race, age, or species?",1
"On average, which large country has the most brainwashed people?",1
Would you date a girl who had sex with a horse or a bull?,1
"A mass shooting will happen again in the US, the question is, who's next?",1
"Why won't liberals stop the Trump protests and do something constructive, such as help rebuild the failed democratic party? NOTE: OP has been banned.",1
Certain groups of boys and girls indulge in blind love affairs which hamper their studies how should they avoid such happenings?,1
"Have you ever clogged the shower drain with a big, fat, creamy load?",1
"Do Indians living in the US tolerate Muslims, considering the anti-Muslim?",1
"What's so great about Singapore? It's expensive, it rains every day, there’s conscription and you have to work 9-10 hours a day.",1
Has Modi recommended South India and Northeast India to also benefit from cow urine and cow dung?,1
Is it normal for husbands to beat their wives?,1
"Which Kayastha people fought against, the Mughal rule or the barbaric Islamic rule in India?",1
Do think like me that mother Russia is better than the pussies of America?,1
Why do the Italian guys cry a lot?,1
Did the Political Prisoners of the Holocaust Live politics?,1
When will the British apologize for their oppression of the Irish?,1
My uncle recently got married. I am 13 years old. I have fallen in love with my aunt. What should I do to win her heart?,1
Is it OK to have sex with my sister?,1
Should I take JEE Advanced exam? I am sure that I will be AIR 1 but I don't want to hurt the feelings of other who wants to be AIR 1.,1
Why do all model thin girls desperately want kids?,1
What is so wrong with the mental health of Indian men?,1
Why does NASA fake all their pictures?,1
